cat_level_name,cat_level_url,Category_Level_1,Category_Level_2,Category_Level_3,Category_Level_4,Category_Level_5,Category_Level_6,Category_Level_7,Category_Level_8,Category_Level_9,Category_Level_10
"baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Coats, Jackets & Vests > Vests",https://www.amazon.ae/Vests-Coats-Jackets/b?ie=UTF8&node=12066509031,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing ," Baby Boys' Coats, Jackets & Vests ", Vests,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Outfits & Clothing Sets > Baby Boys' Pant & Top Sets,https://www.amazon.ae/b?node=12066511031&ref=sr_nr_n_1,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Outfits & Clothing Sets , Baby Boys' Pant & Top Sets,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Outfits & Clothing Sets > Baby Boys' Short & Top Sets,https://www.amazon.ae/b?node=12066510031&ref=sr_nr_n_2,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Outfits & Clothing Sets , Baby Boys' Short & Top Sets,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Sleepwear & Robes > Baby Boys' Nightgowns,https://www.amazon.ae/b?node=15242467031&ref=sr_nr_n_1,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Sleepwear & Robes , Baby Boys' Nightgowns,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Sleepwear & Robes > Baby Boys' Pajama Sets,https://www.amazon.ae/b?node=12066513031&ref=sr_nr_n_2,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Sleepwear & Robes , Baby Boys' Pajama Sets,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Sleepwear & Robes > Baby Boys' Sleepsuits,https://www.amazon.ae/b?node=12066517031&ref=sr_nr_n_3,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Sleepwear & Robes , Baby Boys' Sleepsuits,,,,
baby > Baby Clothing & Shoes > Baby Boys' Fashion > Baby Boys' Clothing > Baby Boys' Tops > Baby Boys' Tees,https://www.amazon.ae/b?node=12066533031&ref=sr_nr_n_1,baby , Baby Clothing & Shoes , Baby Boys' Fashion , Baby Boys' Clothing , Baby Boys' Tops , Baby Boys' Tees,,,,
baby > Nursery > Nursery Furniture > Infant & Toddler Beds > Infant & Toddler Travel Bed Products > Infant & Toddler Travel Beds,https://www.amazon.ae/Infant-Toddler-Travel-Beds/b?ie=UTF8&node=22054162031,baby , Nursery , Nursery Furniture , Infant & Toddler Beds , Infant & Toddler Travel Bed Products , Infant & Toddler Travel Beds,,,,
baby > Nursery > Nursery Furniture > Infant & Toddler Beds > Infant & Toddler Travel Bed Products > Nap Mats,https://www.amazon.ae/Nap-Mats-Travel-Beds/b?ie=UTF8&node=22054161031,baby , Nursery , Nursery Furniture , Infant & Toddler Beds , Infant & Toddler Travel Bed Products , Nap Mats,,,,
baby > Nursery > Nursery Furniture > Infant & Toddler Beds > Infant & Toddler Travel Bed Products > Playards,https://www.amazon.ae/Playards-Travel-Beds/b?ie=UTF8&node=12198904031,baby , Nursery , Nursery Furniture , Infant & Toddler Beds , Infant & Toddler Travel Bed Products , Playards,,,,
baby > Nursery > Nursery Décor > Nursery Window Treatments > Kids' Window Stickers & Films > Window Films,https://www.amazon.ae/Window-Films-Stickers/b?ie=UTF8&node=12148340031,baby , Nursery , Nursery Décor , Nursery Window Treatments , Kids' Window Stickers & Films , Window Films,,,,
baby > Nursery > Nursery Décor > Nursery Window Treatments > Kids' Window Stickers & Films > Window Stickers,https://www.amazon.ae/Window-Stickers-Films/b?ie=UTF8&node=12148321031,baby , Nursery , Nursery Décor , Nursery Window Treatments , Kids' Window Stickers & Films , Window Stickers,,,,
"baby > Travel Gear > Strollers, Prams & Accessories > Stroller Accessories > Diaper Changing Bags > Diaper Changing Backpacks",https://www.amazon.ae/b?node=12198858031&ref=sr_nr_n_1,baby , Travel Gear ," Strollers, Prams & Accessories ", Stroller Accessories , Diaper Changing Bags , Diaper Changing Backpacks,,,,
"baby > Travel Gear > Strollers, Prams & Accessories > Stroller Accessories > Diaper Changing Bags > Diaper Changing Messengers",https://www.amazon.ae/b?node=12198859031&ref=sr_nr_n_2,baby , Travel Gear ," Strollers, Prams & Accessories ", Stroller Accessories , Diaper Changing Bags , Diaper Changing Messengers,,,,
"baby > Travel Gear > Strollers, Prams & Accessories > Stroller Accessories > Diaper Changing Bags > Diaper Changing Satchels",https://www.amazon.ae/b?node=12198860031&ref=sr_nr_n_3,baby , Travel Gear ," Strollers, Prams & Accessories ", Stroller Accessories , Diaper Changing Bags , Diaper Changing Satchels,,,,
"baby > Travel Gear > Strollers, Prams & Accessories > Stroller Accessories > Diaper Changing Bags > Diaper Changing Totes",https://www.amazon.ae/b?node=12198861031&ref=sr_nr_n_4,baby , Travel Gear ," Strollers, Prams & Accessories ", Stroller Accessories , Diaper Changing Bags , Diaper Changing Totes,,,,
